date,ticker,open,high,low,close,volume,rolling_7d_avg,rolling_30d_avg,volatility_score,daily_return_pct,price_range
2025-07-02,AMZN,219.72999572753903,221.6000061035156,219.05999755859372,219.9199981689453,30894200.0,217.85,211.0493,6.1238,-0.2449,2.54
2025-07-03,AMZN,221.82000732421875,224.00999450683597,221.3600006103516,223.41000366210935,29632400.0,219.37,211.694,6.3765,1.5869,2.65
2025-07-07,AMZN,223.0,224.2899932861328,222.3699951171875,223.47000122070312,36604100.0,221.01,212.439,6.404,0.0269,1.92
2025-07-08,AMZN,223.9199981689453,224.0,218.42999267578125,219.3600006103516,45692000.0,221.33,212.981,6.2731,-1.8392,5.57
2025-07-09,AMZN,221.07000732421875,224.2899932861328,220.47000122070312,222.5399932861328,38155100.0,221.2214,213.6993,6.0837,1.4497,3.82
2025-07-10,AMZN,221.5500030517578,222.7899932861328,219.6999969482422,222.25999450683597,30370600.0,221.6314,214.2407,6.0993,-0.1258,3.09
2025-07-11,AMZN,223.5800018310547,226.67999267578125,222.3699951171875,225.0200042724609,50518300.0,222.2829,214.9173,6.1326,1.2418,4.31
2025-07-14,AMZN,225.07000732421875,226.66000366210935,224.2400054931641,225.69000244140625,35702600.0,223.1071,215.5837,6.1824,0.2978,2.42
2025-07-15,AMZN,226.1999969482422,227.2700042724609,225.4600067138672,226.3500061035156,34907300.0,223.5271,216.295,6.1514,0.2924,1.81
2025-07-16,AMZN,225.8800048828125,226.1000061035156,222.17999267578125,223.19000244140625,39535900.0,223.4871,216.8463,5.9964,-1.3961,3.92
2025-07-17,AMZN,223.32000732421875,224.5,222.50999450683597,223.8800048828125,31855800.0,224.1329,217.452,5.7452,0.3092,1.99
2025-07-18,AMZN,225.13999938964844,226.3999938964844,222.97999572753903,226.1300048828125,37833800.0,224.6457,218.082,5.6205,1.005,3.42
2025-07-21,AMZN,225.83999633789065,229.69000244140625,225.6499938964844,229.3000030517578,40297600.0,225.6514,218.795,5.6423,1.4018,4.04
2025-07-22,AMZN,229.67999267578125,230.0,226.3500061035156,227.47000122070312,37483700.0,226.0014,219.2583,5.7678,-0.7981,3.65
2025-07-23,AMZN,228.47000122070312,228.7899932861328,227.08999633789065,228.2899932861328,28294900.0,226.3729,219.6353,5.9795,0.3605,1.7
2025-07-24,AMZN,229.1699981689453,236.0,228.63999938964844,232.22999572753903,42902300.0,227.2129,220.1227,6.3904,1.7259,7.36
2025-07-25,AMZN,232.22000122070312,232.47999572753903,231.17999267578125,231.44000244140625,28712100.0,228.3914,220.7307,6.5741,-0.3402,1.3
2025-07-28,AMZN,233.3500061035156,234.2899932861328,232.25,232.7899932861328,26300100.0,229.6643,221.3823,6.7719,0.5833,2.04
2025-07-29,AMZN,234.1499938964844,234.72000122070312,230.30999755859372,231.00999450683597,33716200.0,230.3614,222.0127,6.7582,-0.7646,4.41
2025-07-30,AMZN,231.63999938964844,231.8000030517578,229.2899932861328,230.19000244140625,32993300.0,230.4886,222.4823,6.8224,-0.355,2.51
2025-07-31,AMZN,235.7700042724609,236.52999877929688,231.3999938964844,234.1100006103516,104357300.0,231.4371,223.1253,6.9825,1.7029,5.13
2025-08-01,AMZN,217.2100067138672,220.44000244140625,212.8000030517578,214.75,122258800.0,229.5029,223.1997,6.8768,-8.2696,7.64
2025-08-04,AMZN,217.3999938964844,217.44000244140625,211.4199981689453,211.6499938964844,77890100.0,226.5629,223.265,6.7522,-1.4435,6.02
2025-08-05,AMZN,213.0500030517578,216.3000030517578,212.8699951171875,213.75,51505100.0,224.0357,223.441,6.4136,0.9922,3.43
2025-08-06,AMZN,214.6999969482422,222.6499938964844,213.7400054931641,222.30999755859372,54823000.0,222.5386,223.759,6.0948,4.0047,8.91
2025-08-07,AMZN,221.0,226.22000122070312,220.82000732421875,223.1300048828125,40603500.0,221.4129,224.1303,5.6782,0.3689,5.4
2025-08-08,AMZN,223.13999938964844,223.8000030517578,221.8800048828125,222.69000244140625,32970500.0,220.3414,224.316,5.5302,-0.1972,1.92
2025-08-11,AMZN,221.77999877929688,223.0500030517578,220.3999938964844,221.3000030517578,31646200.0,218.5114,224.2493,5.5548,-0.6242,2.65
2025-08-12,AMZN,222.22999572753903,223.5,219.0500030517578,221.47000122070312,37185800.0,219.4714,224.3187,5.5048,0.0768,4.45
2025-08-13,AMZN,222.0,224.9199981689453,222.0,224.55999755859372,36508300.0,221.3157,224.4553,5.4564,1.3952,2.92
2025-08-14,AMZN,227.3999938964844,233.1100006103516,227.0200042724609,230.97999572753903,61545800.0,223.7771,224.824,5.5128,2.8589,6.09
2025-08-15,AMZN,232.5800018310547,234.0800018310547,229.80999755859372,231.02999877929688,39649200.0,225.0229,225.078,5.6199,0.0216,4.27
2025-08-18,AMZN,230.22999572753903,231.91000366210935,228.3300018310547,231.4900054931641,25248900.0,226.2171,225.3453,5.7304,0.1991,3.58
2025-08-19,AMZN,230.08999633789065,230.52999877929688,227.1199951171875,228.00999450683597,29891000.0,226.9771,225.6337,5.6357,-1.5033,3.41
2025-08-20,AMZN,227.1199951171875,227.2700042724609,220.9199981689453,223.80999755859372,36604300.0,227.3357,225.676,5.6164,-1.842,6.35
2025-08-21,AMZN,222.6499938964844,222.77999877929688,220.5,221.9499969482422,32140500.0,227.4043,225.6657,5.6232,-0.8311,2.28
2025-08-22,AMZN,222.7899932861328,229.13999938964844,220.82000732421875,228.83999633789065,37315300.0,228.0157,225.793,5.6512,3.1043,8.32
2025-08-25,AMZN,227.3500061035156,229.6000061035156,227.30999755859372,227.94000244140625,22633700.0,227.5814,225.868,5.6647,-0.3933,2.29
2025-08-26,AMZN,227.1100006103516,229.0,226.0200042724609,228.7100067138672,26105400.0,227.25,225.9467,5.688,0.3378,2.98
2025-08-27,AMZN,228.57000732421875,229.8699951171875,227.80999755859372,229.1199951171875,21254500.0,226.9114,226.1443,5.6919,0.1793,2.06
2025-08-28,AMZN,229.00999450683597,232.7100067138672,228.0200042724609,231.6000061035156,33679600.0,227.4243,226.4017,5.7601,1.0824,4.69
2025-08-29,AMZN,231.32000732421875,231.80999755859372,228.16000366210935,229.0,26199200.0,228.1657,226.4973,5.7793,-1.1226,3.65
2025-09-02,AMZN,223.5200042724609,226.1699981689453,221.8300018310547,225.33999633789065,38843900.0,228.65,226.3653,5.7582,-1.5983,4.34
2025-09-03,AMZN,225.2100067138672,227.1699981689453,224.3600006103516,225.9900054931641,29223100.0,228.2429,226.316,5.7548,0.2885,2.81
2025-09-04,AMZN,231.19000244140625,235.7700042724609,230.77999877929688,235.67999267578125,59391800.0,229.3486,226.5623,5.9953,4.2878,4.99
2025-09-05,AMZN,235.19000244140625,236.0,231.92999267578125,232.3300018310547,36721800.0,229.8657,226.5657,5.9986,-1.4214,4.07
2025-09-08,AMZN,234.94000244140625,237.6000061035156,233.75,235.83999633789065,33947100.0,230.8257,226.7123,6.1732,1.5108,3.85
2025-09-09,AMZN,236.3600006103516,238.8500061035156,235.0800018310547,238.2400054931641,27033800.0,231.7743,226.894,6.4329,1.0176,3.77
2025-09-10,AMZN,237.5200042724609,237.67999267578125,229.1000061035156,230.3300018310547,60907700.0,231.9643,226.8713,6.4191,-3.3202,8.58
2025-09-11,AMZN,231.4900054931641,231.52999877929688,229.33999633789065,229.9499969482422,37485600.0,232.6229,226.8633,6.415,-0.165,2.19
2025-09-12,AMZN,230.3500061035156,230.7899932861328,226.2899932861328,228.1499938964844,38496200.0,232.9314,226.6647,6.2735,-0.7828,4.5
2025-09-15,AMZN,230.6300048828125,233.72999572753903,230.32000732421875,231.42999267578125,33243300.0,232.3243,227.2207,5.9098,1.4377,3.41
2025-09-16,AMZN,232.94000244140625,235.8999938964844,232.22999572753903,234.0500030517578,38203900.0,232.57,227.9673,5.2533,1.1321,3.67
2025-09-17,AMZN,233.7700042724609,234.3000030517578,228.7100067138672,231.6199951171875,42815200.0,231.9671,228.563,4.5519,-1.0382,5.59
2025-09-18,AMZN,232.5,233.47999572753903,228.7899932861328,231.22999572753903,37931700.0,230.9657,228.8603,4.4187,-0.1684,4.69
2025-09-19,AMZN,232.3699951171875,234.16000366210935,229.6999969482422,231.47999572753903,97943200.0,231.13,229.1387,4.3069,0.1081,4.46
2025-09-22,AMZN,230.55999755859372,230.57000732421875,227.50999450683597,227.6300048828125,45914500.0,230.7986,229.3033,4.1432,-1.6632,3.06
2025-09-23,AMZN,227.8300018310547,227.8600006103516,220.07000732421875,220.7100067138672,70956200.0,229.7357,229.2837,4.1837,-3.04,7.79
2025-09-24,AMZN,224.1499938964844,224.55999755859372,219.4499969482422,220.2100067138672,49509000.0,228.1329,229.2417,4.2702,-0.2265,5.11
2025-09-25,AMZN,220.05999755859372,220.6699981689453,216.47000122070312,218.1499938964844,52226300.0,225.8614,229.028,4.6556,-0.9355,4.2
2025-09-26,AMZN,219.0800018310547,221.0500030517578,218.0200042724609,219.77999877929688,41650100.0,224.17,228.6547,4.9343,0.7472,3.03
2025-09-29,AMZN,220.0800018310547,222.6000061035156,219.3000030517578,222.1699981689453,44259200.0,222.8757,228.3593,5.051,1.0875,3.3
2025-09-30,AMZN,222.02999877929688,222.2400054931641,217.88999938964844,219.57000732421875,48396400.0,221.1743,227.962,5.2608,-1.1703,4.35
2025-10-01,AMZN,217.3600006103516,222.1499938964844,216.6100006103516,220.6300048828125,43933800.0,220.1743,227.716,5.4283,0.4828,5.54
2025-10-02,AMZN,221.00999450683597,222.80999755859372,218.9499969482422,222.41000366210935,41258600.0,220.4171,227.6693,5.4689,0.8068,3.86
2025-10-03,AMZN,223.44000244140625,224.1999969482422,219.33999633789065,219.50999450683597,43639000.0,220.3171,227.588,5.574,-1.3039,4.86
2025-10-06,AMZN,221.0,221.72999572753903,216.02999877929688,220.8999938964844,43690900.0,220.71,227.3233,5.6996,0.6332,5.7
2025-10-07,AMZN,220.8800048828125,222.88999938964844,220.1699981689453,221.77999877929688,31194700.0,220.9957,227.118,5.7869,0.3984,2.72
2025-10-08,AMZN,222.9199981689453,226.72999572753903,221.19000244140625,225.22000122070312,46686000.0,221.4314,227.0017,5.7889,1.5511,5.54
2025-10-09,AMZN,225.0,228.2100067138672,221.75,227.7400054931641,46412100.0,222.5986,226.9557,5.777,1.1189,6.46
2025-10-10,AMZN,226.2100067138672,228.25,216.0,216.3699951171875,72367500.0,221.99,226.448,6.0189,-4.9925,12.25
2025-10-13,AMZN,217.6999969482422,220.67999267578125,217.0399932861328,220.07000732421875,37809700.0,221.6557,226.1503,6.1085,1.71,3.64
2025-10-14,AMZN,215.55999755859372,219.32000732421875,212.6000061035156,216.38999938964844,45665600.0,221.21,225.852,6.3627,-1.6722,6.72
2025-10-15,AMZN,216.6199951171875,217.7100067138672,212.66000366210935,215.57000732421875,45909500.0,220.4486,225.5047,6.6335,-0.3789,5.05
2025-10-16,AMZN,215.6699981689453,218.58999633789065,212.80999755859372,214.47000122070312,42414600.0,219.4043,224.7977,6.6419,-0.5103,5.78
2025-10-17,AMZN,214.55999755859372,214.8000030517578,211.02999877929688,213.0399932861328,45986900.0,217.6643,224.1547,6.819,-0.6668,3.77
2025-10-20,AMZN,213.8800048828125,216.69000244140625,213.58999633789065,216.47999572753903,38882800.0,216.0557,223.5093,6.5871,1.6147,3.1
2025-10-21,AMZN,218.42999267578125,223.32000732421875,217.9900054931641,222.02999877929688,50494600.0,216.8643,222.969,5.9733,2.5637,5.33
2025-10-22,AMZN,219.3000030517578,220.00999450683597,216.5200042724609,217.9499969482422,44308500.0,216.5614,222.5563,5.8741,-1.8376,3.49
2025-10-23,AMZN,219.0,221.3000030517578,218.17999267578125,221.08999633789065,31540000.0,217.2329,222.261,5.71,1.4407,3.12
2025-10-24,AMZN,221.97000122070312,225.3999938964844,221.8999938964844,224.2100067138672,38685100.0,218.4671,222.1297,5.6144,1.4112,3.5
2025-10-27,AMZN,227.66000366210935,228.3999938964844,225.5399932861328,226.97000122070312,38267000.0,220.2529,221.981,5.4151,1.231,2.86
2025-10-28,AMZN,228.22000122070312,231.4900054931641,226.2100067138672,229.25,47100000.0,222.5686,221.821,5.1084,1.0045,5.28
2025-10-29,AMZN,231.6699981689453,232.82000732421875,227.75999450683597,230.3000030517578,52036200.0,224.5429,221.777,5.0261,0.458,5.06
2025-10-30,AMZN,227.05999755859372,228.44000244140625,222.75,222.8600006103516,102252900.0,224.6614,221.498,4.7054,-3.2306,5.69
2025-10-31,AMZN,250.1000061035156,250.5,243.97999572753903,244.22000122070312,166340800.0,228.4143,221.9227,6.0267,9.5845,6.52
2025-11-03,AMZN,255.3600006103516,258.6000061035156,252.8999938964844,254.0,95997800.0,233.1157,222.8017,8.3594,4.0046,5.7
2025-11-04,AMZN,250.3800048828125,257.010009765625,248.66000366210935,249.32000732421875,51546300.0,236.7029,223.7553,9.6456,-1.8425,8.35
2025-11-05,AMZN,249.02999877929688,251.0,246.16000366210935,250.1999969482422,40610700.0,240.0214,224.755,10.7557,0.353,4.84
2025-11-06,AMZN,249.16000366210935,250.3800048828125,242.1699981689453,243.0399932861328,46004200.0,241.9914,225.5847,11.1802,-2.8617,8.21
2025-11-07,AMZN,242.8999938964844,244.8999938964844,238.4900054931641,244.41000366210935,46374300.0,244.0071,226.4057,11.6344,0.5637,6.41
2025-11-10,AMZN,248.33999633789065,251.75,245.58999633789065,248.3999938964844,36476500.0,247.6557,227.28,12.2731,1.6325,6.16
2025-11-11,AMZN,248.41000366210935,249.75,247.22999572753903,249.1000061035156,23564100.0,248.3529,228.2643,12.8061,0.2818,2.52
2025-11-12,AMZN,250.2400054931641,250.3699951171875,243.75,244.1999969482422,31190100.0,246.9529,229.05,13.0424,-1.9671,6.62
2025-11-13,AMZN,243.0500030517578,243.75,236.5,237.5800018310547,41401700.0,245.2757,229.5557,13.0701,-2.7109,7.25
2025-11-14,AMZN,235.05999755859372,238.72999572753903,232.88999938964844,234.69000244140625,38956700.0,243.06,230.0617,12.9612,-1.2164,5.84
2025-11-17,AMZN,233.25,234.6000061035156,229.19000244140625,232.8699951171875,59919000.0,241.6071,230.4607,12.8532,-0.7755,5.41
2025-11-18,AMZN,228.1000061035156,230.1999969482422,222.4199981689453,222.5500030517578,60608400.0,238.4843,230.4863,12.8361,-4.4317,7.78
2025-11-19,AMZN,223.7400054931641,223.7400054931641,218.5200042724609,222.69000244140625,58335600.0,234.8114,230.402,12.8801,0.0629,5.22
2025-11-20,AMZN,227.0500030517578,227.41000366210935,216.7400054931641,217.13999938964844,50309000.0,230.2457,230.0487,13.0992,-2.4923,10.67
2025-11-21,AMZN,216.3500061035156,222.2100067138672,215.17999267578125,220.69000244140625,68490500.0,226.8871,230.1927,12.9667,1.6349,7.03
2025-11-24,AMZN,222.55999755859372,227.3300018310547,222.2700042724609,226.27999877929688,54318400.0,225.2729,230.3997,12.8485,2.533,5.06
2025-11-25,AMZN,226.3800048828125,230.5200042724609,223.8000030517578,229.6699981689453,39379300.0,224.5557,230.8423,12.5751,1.4981,6.72
2025-11-26,AMZN,230.7400054931641,231.75,228.7700042724609,229.16000366210935,38497900.0,224.0257,231.2953,12.2464,-0.2221,2.98
2025-11-28,AMZN,231.2400054931641,233.2899932861328,230.22000122070312,233.22000122070312,20292300.0,225.55,231.9203,11.8295,1.7717,3.07
2025-12-01,AMZN,233.22000122070312,235.8000030517578,232.25,233.8800048828125,42904000.0,227.1486,232.615,11.2818,0.283,3.55
2025-12-02,AMZN,235.00999450683597,238.97000122070312,233.5500030517578,234.4199981689453,45785400.0,229.6171,233.213,10.8648,0.2309,5.42
2025-12-03,AMZN,233.3500061035156,233.3800048828125,230.6100006103516,232.3800048828125,35495100.0,231.2871,233.558,10.6598,-0.8702,2.77
2025-12-04,AMZN,232.7700042724609,233.5,226.8000030517578,229.1100006103516,45683200.0,231.6914,233.93,10.2845,-1.4072,6.7
2025-12-05,AMZN,230.32000732421875,231.2400054931641,228.5500030517578,229.52999877929688,33117400.0,231.6714,234.2113,10.0335,0.1833,2.69
2025-12-08,AMZN,229.58999633789065,230.8300018310547,226.2700042724609,226.88999938964844,35019200.0,231.3471,234.3007,9.953,-1.1502,4.56
2025-12-09,AMZN,226.83999633789065,228.57000732421875,225.1100006103516,227.9199981689453,25841700.0,230.59,234.3323,9.9303,0.454,3.46
2025-12-10,AMZN,228.80999755859372,232.4199981689453,228.4600067138672,231.77999877929688,38790700.0,230.29,234.4167,9.8964,1.6936,3.96
2025-12-11,AMZN,230.7100067138672,232.1100006103516,228.69000244140625,230.27999877929688,28249600.0,229.6986,234.416,9.8967,-0.6472,3.42
2025-12-12,AMZN,229.8699951171875,230.0800018310547,225.1199951171875,226.19000244140625,35639100.0,228.8143,234.527,9.7806,-1.7761,4.96
2025-12-15,AMZN,227.92999267578125,227.92999267578125,221.5,222.5399932861328,47286100.0,227.8757,233.8043,9.8405,-1.6137,6.43
2025-12-16,AMZN,223.0399932861328,223.66000366210935,221.1300048828125,222.55999755859372,39298900.0,226.88,232.7563,9.2733,0.009,2.53
2025-12-17,AMZN,224.66000366210935,225.19000244140625,220.9900054931641,221.2700042724609,44034400.0,226.0771,231.8213,8.9542,-0.5796,4.2
2025-12-18,AMZN,225.7100067138672,229.22999572753903,224.41000366210935,226.75999450683597,50272400.0,225.9114,231.04,8.2935,2.4811,4.82
2025-12-19,AMZN,226.75999450683597,229.1300048828125,225.5800018310547,227.3500061035156,85544400.0,225.2786,230.517,8.0002,0.2602,3.55
2025-12-22,AMZN,228.6100006103516,229.47999572753903,226.7100067138672,228.42999267578125,32261300.0,225.0143,229.9843,7.5634,0.475,2.77
2025-12-23,AMZN,229.05999755859372,232.4499969482422,228.72999572753903,232.13999938964844,29230200.0,225.8643,229.4423,6.7355,1.6241,3.72
2025-12-24,AMZN,232.1300048828125,232.9499969482422,231.3300018310547,232.3800048828125,11420500.0,227.27,228.885,5.6585,0.1034,1.62
2025-12-26,AMZN,232.0399932861328,232.9900054931641,231.17999267578125,232.5200042724609,15994700.0,228.6929,228.4957,4.9223,0.0602,1.81
2025-12-29,AMZN,231.94000244140625,232.6000061035156,230.7700042724609,232.07000732421875,19797900.0,230.2357,228.312,4.6679,-0.1935,1.83
2025-12-30,AMZN,231.2100067138672,232.7700042724609,230.1999969482422,232.52999877929688,21910500.0,231.06,228.24,4.582,0.1982,2.57
2025-12-31,AMZN,232.91000366210935,232.9900054931641,230.1199951171875,230.82000732421875,24383700.0,231.5557,228.1717,4.5255,-0.7354,2.87
2026-01-02,AMZN,231.33999633789065,235.4600067138672,224.6999969482422,226.5,51456200.0,231.28,228.3033,4.4123,-1.8716,10.76
2026-01-05,AMZN,228.83999633789065,234.0,227.17999267578125,233.05999755859372,49733300.0,231.4114,228.649,4.3633,2.8962,6.82
2026-01-06,AMZN,232.1000061035156,243.17999267578125,232.07000732421875,240.92999267578125,53764700.0,232.6329,229.442,4.3614,3.3768,11.11
2026-01-07,AMZN,239.6100006103516,245.2899932861328,239.5200042724609,241.55999755859372,42236500.0,233.9243,230.1377,4.5764,0.2615,5.77
2026-01-08,AMZN,243.05999755859372,246.41000366210935,241.8800048828125,246.2899932861328,39509800.0,235.9557,230.8047,5.382,1.9581,4.53
2026-01-09,AMZN,244.57000732421875,247.8600006103516,242.2400054931641,247.3800048828125,34560000.0,238.0771,231.395,6.1673,0.4426,5.62
2026-01-12,AMZN,246.72999572753903,248.94000244140625,245.9600067138672,246.47000122070312,35867800.0,240.3129,231.972,6.7346,-0.3679,2.98
2026-01-13,AMZN,246.52999877929688,247.66000366210935,240.25,242.6000061035156,38371800.0,242.6129,232.2847,7.0068,-1.5702,7.41
2026-01-14,AMZN,241.1499938964844,241.27999877929688,236.22000122070312,236.6499938964844,41410600.0,243.1257,232.377,7.0467,-2.4526,5.06
2026-01-15,AMZN,239.30999755859372,240.6499938964844,236.6300048828125,238.17999267578125,43003600.0,242.7329,232.5023,7.1173,0.6465,4.02
2026-01-16,AMZN,239.08999633789065,239.57000732421875,236.41000366210935,239.1199951171875,45888300.0,242.3843,232.727,7.219,0.3947,3.16
2026-01-20,AMZN,233.75999450683597,235.08999633789065,229.33999633789065,231.0,47737900.0,240.2,232.79,7.1946,-3.3958,5.75
2026-01-21,AMZN,231.08999633789065,232.3000030517578,226.8800048828125,231.30999755859372,47276100.0,237.9043,232.8493,7.1741,0.1342,5.42
2026-01-22,AMZN,234.0500030517578,235.72000122070312,230.8999938964844,234.33999633789065,31913300.0,236.1714,233.0977,7.0891,1.3099,4.82
2026-01-23,AMZN,234.9600067138672,240.4499969482422,234.57000732421875,239.16000366210935,33778500.0,235.68,233.4723,7.103,2.0568,5.88
2026-01-26,AMZN,239.97999572753903,240.9499969482422,237.5399932861328,238.4199981689453,32825500.0,235.9329,233.6937,7.1518,-0.3094,3.41
2026-01-27,AMZN,239.69000244140625,244.8800048828125,238.0800018310547,244.67999267578125,38029200.0,236.8614,234.1737,7.3939,2.6256,6.8
2026-01-28,AMZN,246.3699951171875,247.77999877929688,241.52999877929688,243.00999450683597,40882700.0,237.4171,234.7343,7.4053,-0.6825,6.25
2026-01-29,AMZN,242.82000732421875,243.0,236.7400054931641,241.72999572753903,47229600.0,238.95,235.374,7.1397,-0.5267,6.26
2026-01-30,AMZN,239.88999938964844,243.32000732421875,237.63999938964844,239.3000030517578,46585000.0,240.0914,235.932,6.7471,-1.0053,5.68
2026-02-02,AMZN,238.30999755859372,245.6300048828125,238.1699981689453,242.9600067138672,37546100.0,241.3229,236.655,6.2668,1.5295,7.46
2026-02-03,AMZN,244.97999572753903,246.3500061035156,235.4499969482422,238.6199951171875,53831300.0,241.2457,237.0503,5.989,-1.7863,10.9
2026-02-04,AMZN,238.8600006103516,238.8600006103516,231.82000732421875,232.9900054931641,51299900.0,240.47,237.2383,5.758,-2.3594,7.04
2026-02-05,AMZN,224.91000366210935,226.30999755859372,220.3800048828125,222.69000244140625,103509200.0,237.3286,237.047,6.1433,-4.4208,5.93
2026-02-06,AMZN,202.6999969482422,211.44000244140625,200.30999755859372,210.32000732421875,179210900.0,232.6586,236.3197,7.8099,-5.5548,11.13
2026-02-09,AMZN,208.97000122070312,212.80999755859372,203.3500061035156,208.72000122070312,91178400.0,227.9429,235.531,9.2781,-0.7607,9.46
2026-02-10,AMZN,208.8000030517578,212.6499938964844,206.41000366210935,206.9600067138672,67175000.0,223.3229,234.679,10.638,-0.8432,6.24
2026-02-11,AMZN,208.05999755859372,208.57000732421875,202.4900054931641,204.0800018310547,65545500.0,217.7686,233.746,12.0133,-1.3916,6.08
2026-02-12,AMZN,203.9600067138672,203.9600067138672,197.55999755859372,199.6000061035156,83975400.0,212.1943,232.6483,13.5361,-2.1952,6.4
2026-02-13,AMZN,198.8800048828125,201.16000366210935,197.27999877929688,198.7899932861328,66321600.0,207.3086,231.5807,14.8816,-0.4058,3.88
2026-02-17,AMZN,198.1300048828125,201.7400054931641,196.0,201.1499938964844,69879200.0,204.2314,230.7357,15.8671,1.1872,5.74
2026-02-18,AMZN,202.07000732421875,206.8600006103516,201.50999450683597,204.7899932861328,51003300.0,203.4414,229.7933,16.5491,1.8096,5.35
2026-02-19,AMZN,203.8000030517578,205.63999938964844,202.80999755859372,204.8600006103516,35669600.0,202.89,228.591,17.0158,0.0342,2.83
2026-02-20,AMZN,204.75999450683597,211.1699981689453,203.75,210.1100006103516,65881600.0,203.34,227.5427,17.1575,2.5627,7.42
2026-02-23,AMZN,208.1000061035156,208.42999267578125,203.1100006103516,205.2700042724609,53581500.0,203.51,226.1753,17.2462,-2.3036,5.32
2026-02-24,AMZN,205.47000122070312,210.3600006103516,203.25,208.55999755859372,41137200.0,204.79,224.8813,17.0556,1.6028,7.11
2026-02-25,AMZN,210.4600067138672,211.58999633789065,208.92999267578125,210.63999938964844,41346400.0,206.4829,223.687,16.7434,0.9973,2.66
2026-02-26,AMZN,210.72999572753903,211.0500030517578,205.3500061035156,207.9199981689453,47756800.0,207.45,222.531,16.5891,-1.2913,5.7
2026-02-27,AMZN,206.8300018310547,210.3300018310547,205.1999969482422,210.0,57422800.0,208.1943,221.6427,16.5203,1.0004,5.13
2026-03-02,AMZN,204.5500030517578,209.72999572753903,203.4600067138672,208.38999938964844,46001000.0,208.6986,220.6497,16.3868,-0.7667,6.27
2026-03-03,AMZN,203.1000061035156,209.17999267578125,202.47999572753903,208.72999572753903,43184900.0,208.5014,219.6367,16.1431,0.1632,6.7
2026-03-04,AMZN,210.47000122070312,217.5399932861328,210.1499938964844,216.82000732421875,54731100.0,210.1514,219.164,16.006,3.8758,7.39
2026-03-05,AMZN,215.97999572753903,220.47000122070312,215.58999633789065,218.94000244140625,60943400.0,211.6343,218.7517,15.8407,0.9778,4.88
2026-03-06,AMZN,214.9900054931641,217.32000732421875,212.52999877929688,213.2100067138672,51152700.0,212.0014,218.0473,15.5915,-2.6172,4.79
2026-03-09,AMZN,210.4499969482422,213.82000732421875,207.1100006103516,213.4900054931641,54642900.0,212.7971,217.1917,15.0892,0.1313,6.71
2026-03-10,AMZN,214.19000244140625,215.6499938964844,212.42999267578125,214.3300018310547,35678800.0,213.4157,216.3887,14.552,0.3935,3.22
2026-03-11,AMZN,215.7100067138672,217.0,211.3500061035156,212.6499938964844,34199300.0,214.0243,215.321,13.5448,-0.7838,5.65
2026-03-12,AMZN,210.38999938964844,211.7100067138672,208.1499938964844,209.52999877929688,44349500.0,214.1386,214.205,12.5257,-1.4672,3.56
2026-03-13,AMZN,209.6100006103516,210.55999755859372,206.22000122070312,207.6699981689453,35662100.0,212.8314,213.0697,11.4415,-0.8877,4.34
2026-03-16,AMZN,208.3500061035156,212.72000122070312,207.4499969482422,211.7400054931641,42209300.0,211.8029,212.151,10.3136,1.9598,5.27
2026-03-17,AMZN,212.82000732421875,215.6999969482422,212.42999267578125,215.1999969482422,44969900.0,212.0871,211.2257,8.5484,1.6341,3.27
2026-03-18,AMZN,213.92999267578125,215.13999938964844,208.8300018310547,209.8699951171875,37846600.0,211.57,210.2673,6.8052,-2.4768,6.31
2026-03-19,AMZN,207.05999755859372,209.1199951171875,206.0500030517578,208.75999450683597,36440600.0,210.7743,209.4597,5.283,-0.5289,3.07
2026-03-20,AMZN,207.3999938964844,207.5399932861328,204.32000732421875,205.3699951171875,63694600.0,209.7343,208.8823,4.7017,-1.6239,3.22
2026-03-23,AMZN,209.7899932861328,212.8000030517578,209.50999450683597,210.13999938964844,44277400.0,209.8214,208.8763,4.6999,2.3226,3.29
2026-03-24,AMZN,207.9499969482422,209.3500061035156,206.63999938964844,207.2400054931641,35351400.0,209.76,208.827,4.7093,-1.38,2.71
2026-03-25,AMZN,211.55999755859372,213.07000732421875,209.8999938964844,211.7100067138672,36388800.0,209.7557,208.9853,4.7242,2.1569,3.17
2026-03-26,AMZN,210.6100006103516,212.88999938964844,207.1199951171875,207.5399932861328,46746000.0,208.6614,209.1007,4.6419,-1.9697,5.77
2026-03-27,AMZN,206.4600067138672,206.6000061035156,199.13999938964844,199.33999633789065,56009800.0,207.1571,209.092,4.6604,-3.951,7.46
2026-03-30,AMZN,201.47999572753903,203.8000030517578,199.97999572753903,200.9499969482422,46373800.0,206.0414,209.164,4.51,0.8077,3.82
2026-03-31,AMZN,204.8500061035156,210.27999877929688,204.13999938964844,208.2700042724609,58470100.0,206.4557,209.4013,4.2538,3.6427,6.14
2026-04-01,AMZN,210.44000244140625,213.5800018310547,208.19000244140625,210.57000732421875,45955400.0,206.5171,209.594,4.1678,1.1043,5.39
2026-04-02,AMZN,206.5399932861328,212.2100067138672,204.8999938964844,209.7700042724609,31453000.0,206.8786,209.7577,4.0708,-0.3799,7.31
2026-04-06,AMZN,209.8000030517578,212.9499969482422,209.58999633789065,212.7899932861328,25385500.0,207.0329,209.847,4.108,1.4397,3.36
